product_code,quantity_sold,sale_value,date
SKU07835,59,444.33,2024-10-19
SKU07836,69,425.79,2024-04-25
SKU07837,11,217.25,2025-06-12
SKU07838,15,379.58,2025-04-24
SKU07839,64,49.69,2024-10-14
SKU07840,3,21.08,2025-10-29
SKU07841,69,376.86,2025-04-21
SKU07842,23,213.25,2024-01-25
SKU07843,53,497.78,2025-03-06
SKU07844,37,49.53,2024-10-04
SKU07845,9,427.96,2024-11-12
SKU07846,15,240.51,2025-09-29
SKU07847,3,413.75,2024-12-23
SKU07848,93,408.75,2024-10-02
SKU07849,70,458.08,2024-12-09
SKU07850,17,149.63,2025-03-06
SKU07851,26,474.95,2025-07-12
SKU07852,21,76.68,2025-07-16
SKU07853,72,41.9,2025-03-14
SKU07854,21,216.38,2025-04-06
SKU07855,11,414.33,2024-09-26
SKU07856,38,237.24,2025-03-06
SKU07857,72,414.81,2024-01-21
SKU07858,88,365.11,2024-05-22
SKU07859,35,105.5,2024-12-18
SKU07860,14,474.49,2025-04-09
SKU07861,14,31.33,2025-04-12
SKU07862,10,449.24,2025-05-27
SKU07863,12,152.92,2025-04-08
SKU07864,38,250.57,2025-01-28
SKU07865,34,211.75,2024-02-27
SKU07866,41,86.75,2024-05-05
SKU07867,10,179.72,2025-04-05
SKU07868,17,97.27,2024-02-21
SKU07869,17,102.74,2024-09-25
SKU07870,67,94.34,2024-04-05
SKU07871,62,245.02,2024-09-29
SKU07872,95,399.17,2024-11-18
SKU07873,1,284.92,2025-07-26
SKU07874,12,446.71,2024-05-12
SKU07875,4,318.64,2024-03-29
SKU07876,42,344.98,2025-11-15
SKU07877,13,334.14,2024-01-05
SKU07878,98,225.28,2024-12-22
SKU07879,85,344.98,2024-12-08
SKU07880,86,35.78,2024-07-22
SKU07881,4,430.07,2025-11-04
SKU07882,82,389.13,2025-07-26
SKU07883,69,123.37,2025-04-15
SKU07884,19,384.25,2025-04-08
SKU07885,2,7.31,2025-05-11
SKU07886,12,109.41,2024-03-03
SKU07887,81,33.5,2025-07-09
SKU07888,74,390.33,2024-08-26
SKU07889,98,378.18,2025-06-23
SKU07890,6,407.0,2024-07-16
SKU07891,8,3.24,2025-11-13
SKU07892,51,251.12,2024-01-30
SKU07893,11,352.71,2025-10-27
SKU07894,63,78.55,2024-07-27
SKU07895,57,325.25,2024-03-03
SKU07896,12,42.97,2024-02-26
SKU07897,73,91.48,2025-03-08
SKU07898,2,238.42,2024-11-03
SKU07899,8,327.13,2025-07-28
SKU07900,11,73.79,2025-04-10
SKU07901,53,93.43,2025-10-14
SKU07902,100,103.02,2025-08-27
SKU07903,10,120.11,2024-04-16
SKU07904,85,114.05,2025-08-22
SKU07905,84,198.18,2024-10-27
SKU07906,8,327.24,2025-09-11
SKU07907,36,219.58,2024-02-15
SKU07908,93,388.21,2024-03-17
SKU07909,76,359.91,2024-06-17
SKU07910,14,64.14,2024-05-08
SKU07911,54,25.37,2024-09-24
SKU07912,85,439.09,2025-08-22
SKU07913,86,40.84,2025-08-07
SKU07914,21,75.02,2025-02-22
SKU07915,50,12.04,2024-06-09
SKU07916,94,314.54,2024-02-27
SKU07917,39,291.6,2025-01-18
SKU07918,20,493.46,2025-05-24
SKU07919,88,443.58,2025-03-05
SKU07920,87,206.01,2024-12-05
SKU07921,7,186.42,2025-07-31
SKU07922,9,149.13,2024-01-26
SKU07923,1,77.05,2025-08-11
SKU07924,26,69.9,2025-01-06
SKU07925,38,67.01,2024-02-05
SKU07926,38,57.94,2025-06-14
SKU07927,61,121.02,2024-09-23
SKU07928,44,154.03,2025-03-07
SKU07929,86,480.83,2024-01-19
SKU07930,44,289.66,2024-12-04
SKU07931,74,493.81,2024-05-19
SKU07932,62,186.86,2024-03-07
SKU07933,6,229.36,2025-06-13
SKU07934,17,162.96,2025-01-03
SKU07935,51,92.26,2024-09-17
SKU07936,38,72.44,2025-09-15
SKU07937,24,472.59,2025-09-18
SKU07938,51,493.42,2025-11-08
SKU07939,10,23.41,2025-08-01
SKU07940,72,76.02,2025-08-04
SKU07941,21,212.34,2024-07-21
SKU07942,70,93.98,2025-09-30
SKU07943,85,182.58,2025-02-13
SKU07944,57,65.42,2024-03-20
SKU07945,39,228.8,2025-11-18
SKU07946,88,136.58,2024-04-22
SKU07947,33,176.6,2025-09-14
SKU07948,59,48.06,2024-05-16
SKU07949,18,214.64,2025-10-06
SKU07950,56,491.65,2024-07-07
SKU07951,92,165.09,2024-10-03
SKU07952,57,438.34,2024-04-12
SKU07953,96,421.76,2024-04-16
SKU07954,76,476.08,2025-07-28
SKU07955,48,395.26,2024-06-21
SKU07956,42,330.14,2024-11-26
SKU07957,27,428.44,2024-07-09
SKU07958,74,38.75,2025-10-31
SKU07959,52,231.95,2024-08-12
SKU07960,42,494.64,2025-11-14
SKU07961,32,385.03,2024-11-18
SKU07962,26,481.08,2025-05-22
SKU07963,25,390.04,2025-07-01
SKU07964,75,437.57,2024-05-13
SKU07965,23,353.56,2024-02-06
SKU07966,98,380.49,2024-04-02
SKU07967,57,262.07,2024-03-15
SKU07968,52,462.19,2024-07-01
SKU07969,87,412.69,2025-04-03
SKU07970,93,422.1,2025-11-08
SKU07971,31,336.83,2025-09-18
SKU07972,64,152.99,2025-02-12
SKU07973,71,18.78,2024-07-25
SKU07974,33,467.89,2024-09-01
SKU07975,85,293.47,2024-11-28
SKU07976,2,149.77,2025-11-03
SKU07977,18,75.42,2025-06-08
SKU07978,47,414.93,2024-10-20
SKU07979,33,418.42,2024-09-29
SKU07980,98,407.44,2025-01-13
SKU07981,84,322.9,2025-09-17
SKU07982,35,183.64,2025-10-25
SKU07983,51,152.73,2024-01-26
SKU07984,18,5.27,2025-11-10
SKU07985,88,416.97,2025-06-27
SKU07986,72,44.63,2025-09-01
SKU07987,30,315.75,2024-03-31
SKU07988,44,252.53,2025-04-20
SKU07989,53,263.82,2024-07-06
SKU07990,10,463.43,2025-07-22
SKU07991,87,16.78,2025-09-10
SKU07992,52,386.92,2024-07-13
SKU07993,49,26.97,2025-06-17
SKU07994,11,20.04,2024-03-25
SKU07995,66,215.48,2025-08-14
SKU07996,58,32.47,2024-03-17
SKU07997,90,394.78,2024-11-25
SKU07998,36,265.25,2025-01-17
SKU07999,33,15.49,2025-03-08
SKU08000,47,21.21,2025-01-11
SKU08001,13,306.72,2024-12-06
SKU08002,40,403.25,2024-06-25
SKU08003,89,219.46,2025-03-01
SKU08004,68,277.74,2025-02-27
SKU08005,42,400.11,2024-06-22
SKU08006,19,305.64,2025-02-09
SKU08007,82,113.16,2024-03-22
SKU08008,94,306.91,2024-01-21
SKU08009,19,314.51,2025-02-01
SKU08010,58,367.32,2024-11-25
SKU08011,23,310.82,2024-08-12
SKU08012,54,484.65,2025-02-05
SKU08013,80,99.45,2025-03-13
SKU08014,65,475.59,2024-09-28
SKU08015,12,269.63,2024-10-06
SKU08016,24,336.31,2024-08-10
SKU08017,34,50.63,2025-08-09
SKU08018,53,190.91,2025-10-24
SKU08019,8,384.92,2025-05-23
SKU08020,18,353.75,2024-12-07
SKU08021,57,21.03,2025-09-08
SKU08022,5,273.75,2024-02-11
SKU08023,26,45.05,2024-06-24
SKU08024,30,497.93,2024-09-01
SKU08025,54,448.75,2024-09-09
SKU08026,13,11.52,2024-09-30
SKU08027,83,429.47,2024-11-29
SKU08028,29,459.8,2025-08-26
SKU08029,3,177.42,2024-01-11
SKU08030,90,360.03,2024-05-31
SKU08031,58,221.61,2024-07-07
SKU08032,76,327.96,2025-11-06
SKU08033,2,170.82,2025-09-29
SKU08034,75,161.96,2024-07-29
SKU08035,28,212.79,2024-04-06
SKU08036,82,73.64,2024-12-04
SKU08037,77,415.74,2024-02-16
SKU08038,86,175.0,2024-02-26
SKU08039,76,200.67,2024-03-15
SKU08040,2,447.13,2024-09-10
SKU08041,7,248.82,2025-10-24
SKU08042,26,272.58,2025-07-24
SKU08043,90,478.29,2025-08-20
SKU08044,88,443.48,2024-06-18
SKU08045,76,85.56,2024-05-25
SKU08046,16,237.13,2024-02-02
SKU08047,23,485.68,2025-05-29
SKU08048,40,186.81,2024-09-13
SKU08049,60,186.41,2024-05-05
SKU08050,73,98.32,2024-04-22
SKU08051,32,58.05,2024-12-07
SKU08052,15,370.41,2024-02-17
SKU08053,13,385.25,2024-12-29
SKU08054,5,484.54,2025-02-01
SKU08055,75,386.94,2024-07-13
SKU08056,74,122.43,2024-11-16
SKU08057,52,21.02,2024-05-17
SKU08058,77,492.73,2024-12-20
SKU08059,41,170.88,2024-03-10
SKU08060,53,156.67,2025-08-04
SKU08061,50,453.07,2025-04-27
SKU08062,15,292.96,2024-02-28
SKU08063,7,108.22,2025-01-23
SKU08064,40,444.66,2024-12-16
SKU08065,28,496.69,2024-12-04
SKU08066,32,44.25,2025-11-07
SKU08067,99,431.26,2025-08-18
SKU08068,15,195.87,2025-03-11
SKU08069,100,262.51,2025-03-25
SKU08070,85,457.49,2025-01-11
SKU08071,70,486.72,2025-01-25
SKU08072,65,131.82,2025-04-25
SKU08073,4,107.21,2024-04-23
SKU08074,11,41.18,2024-06-20
SKU08075,26,281.34,2024-01-18
SKU08076,61,7.79,2024-08-22
SKU08077,37,206.54,2024-11-05
SKU08078,23,37.62,2025-10-30
SKU08079,93,203.21,2024-10-07
SKU08080,85,20.93,2024-07-14
SKU08081,91,417.77,2024-04-24
SKU08082,40,105.66,2025-01-31
SKU08083,77,164.83,2025-11-02
SKU08084,23,435.15,2025-10-28
SKU08085,16,373.39,2025-07-16
SKU08086,94,110.3,2025-02-21
SKU08087,61,36.88,2024-10-10
SKU08088,68,358.12,2025-08-07
SKU08089,80,195.96,2024-11-23
SKU08090,31,383.27,2024-12-06
SKU08091,53,223.2,2025-09-13
SKU08092,25,173.66,2024-08-08
SKU08093,44,226.15,2024-01-09
SKU08094,12,374.53,2024-03-22
SKU08095,90,451.21,2024-10-20
SKU08096,97,25.83,2025-01-09
SKU08097,92,262.53,2025-06-17
SKU08098,9,17.38,2025-02-18
SKU08099,12,234.74,2024-04-08
SKU08100,69,442.76,2025-11-12
SKU08101,54,181.43,2025-09-09
SKU08102,54,466.29,2025-01-16
SKU08103,28,315.67,2025-05-18
SKU08104,56,467.14,2025-03-22
SKU08105,99,378.83,2025-11-10
SKU08106,69,52.61,2024-12-09
SKU08107,98,116.34,2025-02-28
SKU08108,98,197.69,2025-09-16
SKU08109,77,85.88,2024-11-01
SKU08110,58,247.96,2024-05-27
SKU08111,78,236.21,2025-03-29
SKU08112,75,478.17,2024-02-02
SKU08113,42,217.43,2025-05-15
SKU08114,38,393.03,2024-11-14
SKU08115,68,471.01,2024-07-11
SKU08116,53,438.62,2024-06-28
SKU08117,33,105.13,2025-06-01
SKU08118,71,248.52,2025-01-25
SKU08119,56,174.52,2025-06-04
SKU08120,72,200.53,2024-12-22
SKU08121,51,181.04,2025-07-26
SKU08122,74,413.35,2025-04-08
SKU08123,43,226.62,2025-11-05
SKU08124,15,262.32,2024-04-08
SKU08125,38,491.24,2024-05-27
SKU08126,15,30.93,2025-07-23
SKU08127,5,244.49,2024-11-11
SKU08128,93,387.26,2024-06-30
SKU08129,83,76.43,2025-06-30
SKU08130,54,306.15,2024-10-29
SKU08131,51,120.49,2025-07-11
SKU08132,10,433.83,2025-08-21
SKU08133,12,164.22,2024-01-04
SKU08134,4,165.2,2024-04-16
SKU08135,95,299.5,2024-03-15
SKU08136,18,92.6,2024-02-09
SKU08137,80,143.16,2025-09-30
SKU08138,36,208.9,2024-04-28
SKU08139,25,177.47,2024-03-13
SKU08140,87,262.91,2025-07-05
SKU08141,76,300.22,2024-07-22
SKU08142,98,283.77,2024-04-05
SKU08143,36,327.43,2024-10-05
SKU08144,67,154.57,2024-05-22
SKU08145,9,64.09,2024-04-24
SKU08146,61,380.64,2025-04-20
SKU08147,53,425.54,2024-05-12
SKU08148,18,129.25,2024-06-16
SKU08149,43,204.14,2024-09-01
SKU08150,35,249.79,2024-10-03
SKU08151,63,267.13,2024-09-15
SKU08152,98,330.09,2024-02-15
SKU08153,78,21.76,2024-12-11
SKU08154,4,361.02,2024-08-24
SKU08155,93,31.92,2024-02-22
SKU08156,41,234.68,2024-05-27
SKU08157,45,414.01,2025-06-16
SKU08158,50,226.16,2024-03-30
SKU08159,79,75.4,2024-08-20
SKU08160,28,492.53,2024-02-20
SKU08161,42,444.75,2025-10-26
SKU08162,80,385.89,2025-09-19
SKU08163,76,206.34,2025-01-28
SKU08164,69,92.74,2024-08-01
SKU08165,98,470.76,2025-03-26
SKU08166,1,266.64,2024-12-04
SKU08167,39,426.33,2024-12-16
SKU08168,96,171.71,2025-10-10
SKU08169,90,168.31,2024-10-11
SKU08170,17,492.78,2025-08-05
SKU08171,91,261.39,2024-09-01
SKU08172,88,71.21,2025-07-03
SKU08173,35,110.62,2025-09-30
SKU08174,46,241.49,2025-08-06
SKU08175,42,22.19,2024-08-13
SKU08176,39,231.8,2025-03-16
SKU08177,90,210.05,2025-04-18
SKU08178,49,389.89,2025-03-19
SKU08179,62,178.12,2025-02-15
SKU08180,38,491.29,2024-09-02
SKU08181,23,91.2,2025-08-05
SKU08182,22,295.9,2025-05-14
SKU08183,4,45.76,2025-07-03
SKU08184,49,367.2,2024-04-26
SKU08185,59,497.38,2024-12-29
SKU08186,73,409.75,2024-07-22
SKU08187,68,278.3,2024-12-16
SKU08188,71,242.89,2024-11-14
SKU08189,87,417.68,2024-12-24
SKU08190,2,468.05,2025-05-31
SKU08191,49,494.61,2025-05-03
SKU08192,88,198.87,2025-10-30
SKU08193,95,495.47,2024-04-16
SKU08194,31,78.81,2025-10-15
SKU08195,40,127.52,2024-06-20
SKU08196,48,45.42,2025-10-19
SKU08197,51,136.6,2025-06-02
SKU08198,43,384.2,2025-06-11
SKU08199,98,426.61,2024-11-15
SKU08200,55,389.67,2024-02-06
SKU08201,88,315.9,2025-05-13
SKU08202,49,257.47,2025-10-26
SKU08203,90,354.64,2024-09-21
SKU08204,80,196.03,2025-10-29
SKU08205,57,420.81,2025-10-10
SKU08206,77,338.92,2025-02-05
SKU08207,15,349.2,2025-08-24
SKU08208,27,268.43,2024-08-05
SKU08209,68,442.73,2024-11-25
SKU08210,80,126.76,2024-07-04
SKU08211,64,191.19,2025-01-15
SKU08212,94,389.04,2024-07-27
SKU08213,30,246.88,2025-07-16
SKU08214,36,444.72,2024-10-14
SKU08215,67,173.85,2024-03-28
SKU08216,86,185.3,2024-05-15
SKU08217,86,444.48,2024-06-06
SKU08218,49,232.72,2024-06-03
SKU08219,76,258.55,2025-04-07
SKU08220,55,167.05,2024-08-07
SKU08221,85,139.06,2025-04-03
SKU08222,56,328.32,2024-06-15
SKU08223,68,60.8,2024-11-17
SKU08224,95,439.76,2025-07-15
SKU08225,44,389.82,2025-05-26
SKU08226,31,96.18,2024-03-27
SKU08227,58,347.32,2025-06-28
SKU08228,87,301.71,2024-10-01
SKU08229,53,93.08,2024-05-20
SKU08230,84,137.33,2025-09-16
SKU08231,79,205.08,2024-12-18
SKU08232,23,349.92,2024-01-05
SKU08233,28,319.72,2025-01-16
SKU08234,16,266.59,2024-11-29
SKU08235,37,384.44,2025-04-19
SKU08236,21,379.21,2024-01-30
SKU08237,79,309.31,2024-12-12
SKU08238,17,393.71,2025-08-16
SKU08239,37,167.8,2025-05-07
SKU08240,77,440.74,2025-05-09
SKU08241,19,307.84,2025-01-22
SKU08242,30,411.36,2024-09-09
SKU08243,45,273.59,2025-09-21
SKU08244,18,110.0,2024-01-30
SKU08245,78,271.66,2025-09-14
SKU08246,62,186.18,2024-12-07
SKU08247,36,349.05,2024-10-13
SKU08248,100,238.42,2025-01-31
SKU08249,84,418.22,2025-05-23
SKU08250,52,339.36,2024-08-31
SKU08251,19,342.59,2024-08-08
SKU08252,44,109.36,2024-06-04
SKU08253,7,492.14,2025-01-17
SKU08254,44,421.0,2024-11-15
SKU08255,68,394.71,2025-01-07
SKU08256,34,165.78,2025-06-14
SKU08257,66,268.28,2024-08-02
SKU08258,69,69.41,2025-01-01
SKU08259,55,269.7,2024-04-23
SKU08260,10,73.8,2024-07-18
SKU08261,96,276.97,2024-01-25
SKU08262,42,324.71,2024-04-30
SKU08263,41,195.71,2025-09-02
SKU08264,77,249.77,2024-01-03
SKU08265,69,437.95,2025-03-20
SKU08266,10,55.17,2024-09-10
SKU08267,10,396.07,2024-01-20
SKU08268,91,86.21,2024-07-22
SKU08269,60,19.32,2024-12-22
SKU08270,51,93.6,2024-05-07
SKU08271,21,382.76,2024-12-23
SKU08272,8,203.16,2024-10-18
SKU08273,65,436.39,2024-06-22
SKU08274,92,262.83,2024-12-20
SKU08275,78,12.1,2024-02-06
SKU08276,85,358.64,2024-11-05
SKU08277,30,56.01,2025-10-22
SKU08278,85,394.9,2025-08-26
SKU08279,49,84.88,2025-08-04
SKU08280,9,173.38,2024-03-24
SKU08281,17,380.87,2025-05-24
SKU08282,69,477.16,2025-03-19
SKU08283,58,186.35,2025-02-23
SKU08284,57,414.87,2024-07-23
SKU08285,62,96.21,2025-05-02
SKU08286,95,403.78,2024-03-28
SKU08287,52,329.09,2024-09-08
SKU08288,61,97.18,2024-01-31
SKU08289,40,151.95,2025-02-24
SKU08290,38,66.75,2024-03-01
SKU08291,43,192.1,2025-08-01
SKU08292,63,102.62,2024-08-13
SKU08293,19,322.35,2024-11-30
SKU08294,100,497.26,2025-08-01
SKU08295,50,6.99,2025-10-01
SKU08296,33,270.92,2024-04-20
SKU08297,13,287.26,2025-05-05
SKU08298,78,457.19,2024-09-28
SKU08299,97,253.5,2024-02-03
SKU08300,62,272.31,2024-07-30
SKU08301,93,236.35,2024-10-26
SKU08302,43,135.18,2025-01-07
SKU08303,49,28.96,2024-05-04
SKU08304,36,204.92,2024-04-12
SKU08305,10,27.24,2024-04-29
SKU08306,95,275.7,2025-11-12
SKU08307,6,154.34,2025-06-30
SKU08308,57,267.27,2024-11-26
SKU08309,1,68.01,2024-11-04
SKU08310,71,466.38,2025-07-23
SKU08311,58,447.37,2025-02-15
SKU08312,91,95.81,2025-02-02
SKU08313,21,172.38,2024-11-01
SKU08314,92,307.13,2025-10-14
SKU08315,80,48.75,2025-09-14
SKU08316,56,177.93,2024-06-11
SKU08317,87,126.31,2025-09-14
SKU08318,20,457.84,2025-10-25
SKU08319,54,426.4,2024-03-05
SKU08320,25,290.34,2025-09-09
SKU08321,28,260.65,2024-08-03
SKU08322,5,465.43,2025-08-25
SKU08323,21,466.28,2024-01-26
SKU08324,18,484.7,2025-10-30
SKU08325,47,63.56,2025-08-06
SKU08326,70,81.12,2024-02-13
SKU08327,57,338.69,2024-03-30
SKU08328,93,271.18,2024-05-12
SKU08329,19,10.21,2024-06-09
SKU08330,97,31.93,2025-01-14
SKU08331,65,444.15,2024-09-17
SKU08332,3,434.57,2025-01-17
SKU08333,42,179.28,2025-01-03
SKU08334,21,445.63,2024-04-20
SKU08335,99,297.24,2025-11-06
SKU08336,40,403.15,2024-03-17
SKU08337,67,214.29,2024-07-27
SKU08338,25,57.59,2024-01-13
SKU08339,55,217.43,2025-07-23
SKU08340,84,229.19,2025-07-01
SKU08341,52,275.92,2024-01-25
SKU08342,44,53.69,2025-06-29
SKU08343,98,495.71,2024-05-19
SKU08344,85,122.82,2024-10-01
SKU08345,56,100.08,2025-01-04
SKU08346,55,263.87,2024-08-09
SKU08347,87,269.07,2024-02-06
SKU08348,70,220.47,2024-05-08
SKU08349,77,386.17,2024-11-11
SKU08350,87,258.81,2024-11-18
SKU08351,73,305.24,2025-03-08
SKU08352,81,362.15,2024-08-05
SKU08353,66,13.49,2024-09-04
SKU08354,19,285.75,2024-04-20
SKU08355,83,442.21,2024-05-26
SKU08356,7,9.68,2024-12-09
SKU08357,63,203.19,2025-05-23
SKU08358,42,463.19,2025-05-19
SKU08359,42,177.22,2025-07-05
SKU08360,59,229.91,2024-05-13
SKU08361,20,490.79,2025-04-08
SKU08362,73,100.46,2024-07-09
SKU08363,17,33.56,2024-06-11
SKU08364,27,429.85,2025-03-31
SKU08365,47,434.36,2024-03-01
SKU08366,2,236.57,2024-01-05
SKU08367,63,257.59,2024-02-06
SKU08368,62,418.07,2025-04-04
SKU08369,100,369.54,2024-08-04
SKU08370,19,133.31,2024-05-18
SKU08371,17,9.43,2025-09-09
SKU08372,69,240.37,2024-04-08
SKU08373,39,429.6,2025-11-10
SKU08374,82,448.02,2024-09-20
SKU08375,71,478.16,2025-08-21
SKU08376,81,439.9,2025-08-18
SKU08377,39,290.44,2024-08-11
SKU08378,36,222.86,2024-01-11
SKU08379,40,387.65,2024-11-22
SKU08380,45,370.17,2024-12-15
SKU08381,4,269.53,2025-01-13
SKU08382,25,44.58,2024-08-18
SKU08383,69,463.11,2024-05-20
SKU08384,30,228.35,2025-09-09
SKU08385,76,182.3,2024-02-18
SKU08386,68,315.15,2025-03-26
SKU08387,88,337.25,2025-05-05
SKU08388,29,106.13,2024-07-23
SKU08389,73,418.63,2025-02-12
SKU08390,68,145.68,2025-02-10
SKU08391,51,94.16,2024-02-20
SKU08392,24,203.79,2024-06-23
SKU08393,14,365.55,2024-09-17
SKU08394,69,482.76,2025-04-24
SKU08395,18,404.83,2024-08-10
SKU08396,42,470.23,2024-09-25
SKU08397,57,71.16,2024-11-13
SKU08398,83,36.52,2025-01-19
SKU08399,12,279.29,2025-08-08
SKU08400,82,145.86,2025-09-17
SKU08401,17,414.2,2024-08-06
SKU08402,30,336.32,2024-02-23
SKU08403,88,485.39,2024-07-18
SKU08404,75,128.14,2025-10-04
SKU08405,99,243.41,2024-12-04
SKU08406,23,251.12,2024-10-31
SKU08407,81,120.35,2024-09-01
SKU08408,1,295.46,2025-09-20
SKU08409,79,222.2,2024-07-26
SKU08410,32,223.91,2025-05-25
SKU08411,9,182.01,2024-09-15
SKU08412,15,9.45,2025-01-14
SKU08413,28,261.53,2024-06-11
SKU08414,24,168.29,2024-12-06
SKU08415,60,1.66,2025-07-29
SKU08416,35,154.66,2025-06-13
SKU08417,86,140.04,2024-02-03
SKU08418,27,197.33,2024-11-18
SKU08419,83,66.79,2024-06-29
SKU08420,76,254.33,2024-12-12
SKU08421,20,346.53,2024-07-10
SKU08422,65,315.46,2025-08-01
SKU08423,85,402.07,2025-11-09
SKU08424,49,226.55,2024-09-02
SKU08425,1,260.03,2024-09-01
SKU08426,10,405.39,2025-11-08
SKU08427,47,214.42,2024-05-12
SKU08428,59,351.1,2024-07-15
SKU08429,96,217.87,2024-12-12
SKU08430,62,209.45,2024-02-18
SKU08431,86,380.34,2024-03-04
SKU08432,18,88.24,2025-09-15
SKU08433,46,169.95,2024-04-13
SKU08434,32,112.86,2024-07-31
SKU08435,27,180.2,2025-05-31
SKU08436,92,115.96,2024-04-28
SKU08437,18,290.12,2025-11-09
SKU08438,39,399.29,2024-08-29
SKU08439,49,393.52,2024-10-06
SKU08440,93,182.89,2025-02-27
SKU08441,82,494.39,2024-12-28
SKU08442,44,297.33,2024-11-01
SKU08443,72,200.3,2025-04-30
SKU08444,54,417.93,2024-11-09
SKU08445,95,365.21,2025-05-27
SKU08446,34,374.89,2025-11-13
SKU08447,71,98.87,2024-06-15
SKU08448,36,234.69,2025-01-28
SKU08449,18,431.05,2024-03-03
SKU08450,38,252.51,2024-09-28
SKU08451,59,342.04,2024-02-06
SKU08452,9,294.38,2024-01-16
SKU08453,73,421.34,2024-12-08
SKU08454,72,143.0,2024-12-11
SKU08455,51,288.16,2025-06-22
SKU08456,35,62.49,2025-09-14
SKU08457,82,345.42,2024-08-20
SKU08458,5,366.25,2025-07-29
SKU08459,14,22.38,2025-08-31
SKU08460,92,338.22,2025-02-19
SKU08461,30,207.93,2024-09-23
SKU08462,4,62.92,2024-11-21
SKU08463,39,210.53,2025-03-18
SKU08464,84,97.92,2025-07-13
SKU08465,64,208.36,2024-03-16
SKU08466,25,192.79,2024-09-03
SKU08467,28,369.46,2025-08-02
SKU08468,76,387.33,2024-11-08
SKU08469,66,303.91,2025-07-29
SKU08470,78,12.32,2025-08-14
SKU08471,22,465.58,2024-12-08
SKU08472,31,343.43,2024-06-30
SKU08473,23,18.06,2025-09-23
SKU08474,48,409.6,2025-02-02
SKU08475,20,100.93,2024-08-28
SKU08476,38,290.03,2024-10-18
SKU08477,55,233.85,2024-02-23
SKU08478,68,210.5,2024-05-24
SKU08479,79,444.97,2024-12-21
SKU08480,88,219.24,2025-08-20
SKU08481,89,38.6,2025-04-21
SKU08482,1,473.37,2024-01-22
SKU08483,7,460.35,2024-11-26
SKU08484,57,342.53,2024-10-18
SKU08485,95,234.48,2024-08-23
SKU08486,12,47.34,2024-01-29
SKU08487,5,395.58,2024-06-08
SKU08488,50,38.66,2025-06-13
SKU08489,42,35.23,2025-07-03
SKU08490,12,269.15,2024-04-10
SKU08491,18,80.9,2024-10-16
SKU08492,66,4.86,2025-01-11
SKU08493,74,212.13,2024-06-21
SKU08494,79,69.47,2024-12-08
SKU08495,94,81.1,2025-08-01
SKU08496,17,39.38,2024-07-09
SKU08497,68,103.34,2025-03-14
SKU08498,71,358.03,2025-07-08
SKU08499,62,404.65,2025-09-26
SKU08500,41,226.81,2024-12-08
SKU08501,95,253.77,2024-05-04
SKU08502,34,17.29,2025-08-30
SKU08503,70,35.59,2025-10-30
SKU08504,45,129.53,2025-07-05
SKU08505,58,272.41,2024-12-25
SKU08506,51,370.04,2025-05-17
SKU08507,34,302.9,2024-06-21
SKU08508,44,196.67,2025-01-28
SKU08509,15,60.04,2025-04-05
SKU08510,78,390.61,2025-11-15
SKU08511,70,182.53,2024-04-29
SKU08512,50,368.29,2024-09-29
SKU08513,32,256.98,2024-12-23
SKU08514,67,369.59,2025-01-20
SKU08515,3,453.74,2024-11-14
SKU08516,86,460.59,2024-09-17
SKU08517,86,268.02,2024-10-07
SKU08518,74,256.24,2024-11-24
SKU08519,51,133.57,2024-05-03
SKU08520,67,467.96,2025-04-20
SKU08521,76,229.5,2024-10-04
SKU08522,93,64.67,2024-04-02
SKU08523,48,216.92,2025-06-30
SKU08524,17,64.4,2024-05-07
SKU08525,7,251.76,2025-06-15
SKU08526,13,281.08,2024-06-15
SKU08527,66,169.54,2024-08-23
SKU08528,4,36.75,2024-02-01
SKU08529,10,471.81,2024-08-18
SKU08530,88,386.9,2024-07-09
SKU08531,17,419.6,2025-10-18
SKU08532,52,184.07,2025-09-04
SKU08533,6,380.65,2025-08-13
SKU08534,83,243.2,2025-05-22
SKU08535,69,101.34,2025-04-01
SKU08536,96,63.09,2025-11-02
SKU08537,74,173.18,2024-09-11
SKU08538,9,69.64,2024-10-05
SKU08539,91,499.14,2024-02-25
SKU08540,77,25.55,2025-10-10
SKU08541,83,221.13,2024-04-15
SKU08542,21,226.59,2025-08-03
SKU08543,24,151.02,2024-07-10
SKU08544,4,286.1,2024-10-04
SKU08545,24,75.84,2025-06-27
SKU08546,59,392.17,2024-06-23
SKU08547,99,166.89,2025-09-26
SKU08548,3,296.08,2024-03-25
SKU08549,68,358.1,2024-08-03
SKU08550,40,444.63,2024-01-14
SKU08551,48,418.06,2024-02-06
SKU08552,54,304.55,2024-01-27
SKU08553,35,194.81,2025-10-25
SKU08554,95,252.1,2025-07-29
SKU08555,56,384.6,2024-03-10
SKU08556,89,438.9,2024-06-02
SKU08557,40,52.79,2025-03-13
SKU08558,77,193.04,2024-09-27
SKU08559,68,388.28,2025-06-24
SKU08560,46,216.39,2024-03-14
SKU08561,78,166.78,2025-07-24
SKU08562,13,206.25,2024-05-28
SKU08563,27,301.82,2025-05-20
SKU08564,6,499.9,2024-01-10
SKU08565,17,247.0,2025-10-05
SKU08566,36,105.04,2025-05-16
SKU08567,99,82.26,2024-03-02
SKU08568,81,22.13,2025-01-22
SKU08569,2,279.85,2024-08-19
